,user_id,created_at,tweet,hashtags,retweet_count,favourite_count,tweet_url,user_location,tweet_urls
246,b'Prabhjyot_Madan',2020-09-27 18:50:02,"b'RT @Amarjot42854873: Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Sikhs\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [41, 56]}]",27,0,,,[]
247,b'Amarjot42854873',2020-09-27 18:42:40,"b'Do You know? \nSFJ\xe2\x80\x99s #Referendum2020 campaign that kicked off in London, instead of bringing popular support from Si\xe2\x80\xa6 https://t.co/ONluA054U9'","[{'text': 'Referendum2020', 'indices': [20, 35]}]",27,91,,,"[{'url': 'https://t.co/ONluA054U9', 'expanded_url': 'https://twitter.com/i/web/status/1310288764808441856', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
248,b'souravathwal18',2020-09-27 18:15:40,b'Finally signatures on farmers death warrant\n#KissanVirodhiBJP #KisanVirodhiNarendraModi #KisanBachaoYuvaBachao\xe2\x80\xa6 https://t.co/8yrjJc1vAV',"[{'text': 'KissanVirodhiBJP', 'indices': [44, 61]}, {'text': 'KisanVirodhiNarendraModi', 'indices': [62, 87]}, {'text': 'KisanBachaoYuvaBachao', 'indices': [88, 110]}]",0,1,,,"[{'url': 'https://t.co/8yrjJc1vAV', 'expanded_url': 'https://twitter.com/i/web/status/1310281972997140481', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]"
249,b'Gaganbhullar591',2020-09-27 17:54:34,"b'RT @KaurVeera120596: #Pannun do you know the meaning of No? The word ""No"" is usually used to give a negative response. #RealSikhs say a big\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'RealSikhs', 'indices': [119, 129]}]",17,0,,,[]
250,b'pisano_srr',2020-09-27 17:54:12,b'52% of #swiss voters rejected the new #hunting law #Referendum2020 https://t.co/t12vzEtflF',"[{'text': 'swiss', 'indices': [7, 13]}, {'text': 'hunting', 'indices': [38, 46]}, {'text': 'Referendum2020', 'indices': [51, 66]}]",0,0,,,"[{'url': 'https://t.co/t12vzEtflF', 'expanded_url': 'https://twitter.com/lenews_ch/status/1310254468714369025', 'display_url': 'twitter.com/lenews_ch/stat…', 'indices': [67, 90]}]"
251,b'BAAP57282942',2020-09-27 17:48:49,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
252,b'vijay_sistla',2020-09-27 17:01:22,"b""RT @KhalistanIsAJo1: #SFJ's #Referendum2020 is nothing but a vicious trap.\n.\n#khalistan2020 #khalistanin2020 #Referendum2020Exposed #khalsa\xe2\x80\xa6""","[{'text': 'SFJ', 'indices': [21, 25]}, {'text': 'Referendum2020', 'indices': [28, 43]}, {'text': 'khalistan2020', 'indices': [77, 91]}, {'text': 'khalistanin2020', 'indices': [92, 108]}, {'text': 'Referendum2020Exposed', 'indices': [109, 131]}, {'text': 'khalsa', 'indices': [132, 139]}]",9,0,,,[]
253,b'Naveenku555',2020-09-27 15:42:36,"b""RT @Jasleen_Kaur11: \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82Now Coming this is a next plan Pakistan  puppet pannun team's. #Kashmir_With_India #ShameOnSFJ #ShameOnPannun #Khalis\xe2\x80\xa6""","[{'text': 'Kashmir_With_India', 'indices': [85, 104]}, {'text': 'ShameOnSFJ', 'indices': [105, 116]}, {'text': 'ShameOnPannun', 'indices': [117, 131]}]",5,0,,,[]
254,b'KSanshu',2020-09-27 15:31:28,"b""RT @Jasleen_Kaur11: \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82Now Coming this is a next plan Pakistan  puppet pannun team's. #Kashmir_With_India #ShameOnSFJ #ShameOnPannun #Khalis\xe2\x80\xa6""","[{'text': 'Kashmir_With_India', 'indices': [85, 104]}, {'text': 'ShameOnSFJ', 'indices': [105, 116]}, {'text': 'ShameOnPannun', 'indices': [117, 131]}]",5,0,,,[]
255,b'GarryAn31280857',2020-09-27 15:15:43,"b'RT @Manny70944327: @Franktmcveety It\xe2\x80\x99s like the Pot Calling the Kettle, Blackface \n#WEXIT\n#wipa\n#Referendum2020 \n#WEscandal'","[{'text': 'WEXIT', 'indices': [83, 89]}, {'text': 'wipa', 'indices': [90, 95]}, {'text': 'Referendum2020', 'indices': [96, 111]}, {'text': 'WEscandal', 'indices': [113, 123]}]",3,0,,,[]
256,b'liyongxian123',2020-09-27 15:14:44,"b""RT @wire_master: Did you know that with #SmartVoting you can easily setup a voting session on the #blockchain?\nThat means that you don't ne\xe2\x80\xa6""","[{'text': 'SmartVoting', 'indices': [40, 52]}, {'text': 'blockchain', 'indices': [98, 109]}]",6,0,,,[]
257,b'FormerLiberal74',2020-09-27 15:00:43,"b'RT @Manny70944327: @Franktmcveety It\xe2\x80\x99s like the Pot Calling the Kettle, Blackface \n#WEXIT\n#wipa\n#Referendum2020 \n#WEscandal'","[{'text': 'WEXIT', 'indices': [83, 89]}, {'text': 'wipa', 'indices': [90, 95]}, {'text': 'Referendum2020', 'indices': [96, 111]}, {'text': 'WEscandal', 'indices': [113, 123]}]",3,0,,,[]
258,b'pet_papi',2020-09-27 14:37:38,"b""RT @Jasleen_Kaur11: \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82Now Coming this is a next plan Pakistan  puppet pannun team's. #Kashmir_With_India #ShameOnSFJ #ShameOnPannun #Khalis\xe2\x80\xa6""","[{'text': 'Kashmir_With_India', 'indices': [85, 104]}, {'text': 'ShameOnSFJ', 'indices': [105, 116]}, {'text': 'ShameOnPannun', 'indices': [117, 131]}]",5,0,,,[]
259,b'Jasleen_Kaur11',2020-09-27 14:33:11,"b""\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82Now Coming this is a next plan Pakistan  puppet pannun team's. #Kashmir_With_India #ShameOnSFJ #ShameOnPannun\xe2\x80\xa6 https://t.co/i4XbC4wFIZ""","[{'text': 'Kashmir_With_India', 'indices': [65, 84]}, {'text': 'ShameOnSFJ', 'indices': [85, 96]}, {'text': 'ShameOnPannun', 'indices': [97, 111]}]",5,14,,,"[{'url': 'https://t.co/i4XbC4wFIZ', 'expanded_url': 'https://twitter.com/i/web/status/1310225981651574784', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]"
260,b'TriPer2k',2020-09-27 14:31:29,"b""RT @wire_master: Did you know that with #SmartVoting you can easily setup a voting session on the #blockchain?\nThat means that you don't ne\xe2\x80\xa6""","[{'text': 'SmartVoting', 'indices': [40, 52]}, {'text': 'blockchain', 'indices': [98, 109]}]",6,0,,,[]
261,b'davinder249907',2020-09-27 13:52:43,b'RT @Jasleen_Kaur11: Pannun and his team do not know that every Indian #Sikh wants to remain united PannuPakistani brokers who call themselv\xe2\x80\xa6',"[{'text': 'Sikh', 'indices': [70, 75]}]",4,0,,,[]
262,b'stad_jo',2020-09-27 13:45:03,"b'RT @Manny70944327: @Franktmcveety It\xe2\x80\x99s like the Pot Calling the Kettle, Blackface \n#WEXIT\n#wipa\n#Referendum2020 \n#WEscandal'","[{'text': 'WEXIT', 'indices': [83, 89]}, {'text': 'wipa', 'indices': [90, 95]}, {'text': 'Referendum2020', 'indices': [96, 111]}, {'text': 'WEscandal', 'indices': [113, 123]}]",3,0,,,[]
263,b'CorruptPunjab',2020-09-27 13:35:41,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
264,b'Manny70944327',2020-09-27 13:19:03,"b'@Franktmcveety It\xe2\x80\x99s like the Pot Calling the Kettle, Blackface \n#WEXIT\n#wipa\n#Referendum2020 \n#WEscandal'","[{'text': 'WEXIT', 'indices': [64, 70]}, {'text': 'wipa', 'indices': [71, 76]}, {'text': 'Referendum2020', 'indices': [77, 92]}, {'text': 'WEscandal', 'indices': [94, 104]}]",3,4,,,[]
265,b'AvdiuSazan',2020-09-27 12:49:04,"b""RT @wire_master: Did you know that with #SmartVoting you can easily setup a voting session on the #blockchain?\nThat means that you don't ne\xe2\x80\xa6""","[{'text': 'SmartVoting', 'indices': [40, 52]}, {'text': 'blockchain', 'indices': [98, 109]}]",6,0,,,[]
266,b'Red_v_Red',2020-09-27 12:38:55,"b""RT @wire_master: Did you know that with #SmartVoting you can easily setup a voting session on the #blockchain?\nThat means that you don't ne\xe2\x80\xa6""","[{'text': 'SmartVoting', 'indices': [40, 52]}, {'text': 'blockchain', 'indices': [98, 109]}]",6,0,,,[]
267,b'panolim',2020-09-27 12:38:19,"b""RT @wire_master: Did you know that with #SmartVoting you can easily setup a voting session on the #blockchain?\nThat means that you don't ne\xe2\x80\xa6""","[{'text': 'SmartVoting', 'indices': [40, 52]}, {'text': 'blockchain', 'indices': [98, 109]}]",6,0,,,[]
268,b'wire_master',2020-09-27 11:58:22,b'Did you know that with #SmartVoting you can easily setup a voting session on the #blockchain?\nThat means that you d\xe2\x80\xa6 https://t.co/P4KhrQY6O6',"[{'text': 'SmartVoting', 'indices': [23, 35]}, {'text': 'blockchain', 'indices': [81, 92]}]",6,8,,,"[{'url': 'https://t.co/P4KhrQY6O6', 'expanded_url': 'https://twitter.com/i/web/status/1310187021269381121', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
269,b'ForIndiaFirst',2020-09-27 11:01:57,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
270,b'ManishK36790542',2020-09-27 10:36:36,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
271,b'lyzpowers11',2020-09-27 10:23:45,b'Feeling torn on my vote for the EoL bill.... I\xe2\x80\x99m keen to hear everyone\xe2\x80\x99s reasons behind their choice to vote yes or\xe2\x80\xa6 https://t.co/pCQMAaDdER',[],0,0,,,"[{'url': 'https://t.co/pCQMAaDdER', 'expanded_url': 'https://twitter.com/i/web/status/1310163210335444994', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
272,b'ranjithv066',2020-09-27 09:11:00,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
273,b'Prabhjyot_Madan',2020-09-27 08:51:53,b'RT @Jasleen_Kaur11: Pannun and his team do not know that every Indian #Sikh wants to remain united PannuPakistani brokers who call themselv\xe2\x80\xa6',"[{'text': 'Sikh', 'indices': [70, 75]}]",4,0,,,[]
274,b'PanthParchar',2020-09-27 08:51:37,b'RT @Jasleen_Kaur11: Pannun and his team do not know that every Indian #Sikh wants to remain united PannuPakistani brokers who call themselv\xe2\x80\xa6',"[{'text': 'Sikh', 'indices': [70, 75]}]",4,0,,,[]
275,b'Mariana_VillasB',2020-09-27 08:45:32,b'Worth giving it a try? #Referendum2020 #switzerland',"[{'text': 'Referendum2020', 'indices': [23, 38]}, {'text': 'switzerland', 'indices': [39, 51]}]",0,0,,,[]
276,b'janardhan_singh',2020-09-27 07:18:39,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
277,b'ProfessorHarjit',2020-09-27 07:11:28,"b'RT @KSanshu: Future of #Referendum2020 and #Khalistan is perfectly depicted in this cartoon. #Khalistan itself implies ""Fill in the blanks""\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [23, 38]}, {'text': 'Khalistan', 'indices': [43, 53]}, {'text': 'Khalistan', 'indices': [93, 103]}]",17,0,,,[]
278,b'ProfessorHarjit',2020-09-27 06:52:38,"b""RT @KaurVeera120596: It's time for #LahoreReferendum. After the failure of #Referendum2020 in #India, #Pannun &amp; Co, it\xe2\x80\x99s a golden chance fo\xe2\x80\xa6""","[{'text': 'LahoreReferendum', 'indices': [35, 52]}, {'text': 'Referendum2020', 'indices': [75, 90]}, {'text': 'India', 'indices': [94, 100]}, {'text': 'Pannun', 'indices': [102, 109]}]",17,0,,,[]
279,b'iam_aryann',2020-09-27 06:30:06,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
280,b'EzeobiZ',2020-09-27 06:06:50,b'@EmekaGift @antonioguterres @realDonaldTrump @netanyahu @EmmanuelMacron What we #IPOB are seeking for is @UN organi\xe2\x80\xa6 https://t.co/jpryGxkNCO',"[{'text': 'IPOB', 'indices': [80, 85]}]",5,3,,,"[{'url': 'https://t.co/jpryGxkNCO', 'expanded_url': 'https://twitter.com/i/web/status/1310098555164655616', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
281,b'pet_papi',2020-09-27 05:41:25,b'RT @Jasleen_Kaur11: Pannun and his team do not know that every Indian #Sikh wants to remain united PannuPakistani brokers who call themselv\xe2\x80\xa6',"[{'text': 'Sikh', 'indices': [70, 75]}]",4,0,,,[]
282,b'Jasleen_Kaur11',2020-09-27 05:31:11,b'Pannun and his team do not know that every Indian #Sikh wants to remain united PannuPakistani brokers who call them\xe2\x80\xa6 https://t.co/MNTiysbNGg',"[{'text': 'Sikh', 'indices': [50, 55]}]",4,10,,,"[{'url': 'https://t.co/MNTiysbNGg', 'expanded_url': 'https://twitter.com/i/web/status/1310089583367917568', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
283,b'ArvindT78662935',2020-09-27 05:11:25,b'RT @KaurVeera120596: The failure of #Referendum2020 is inevitable. That is why #Pannun is trying all his strategies in one go. Be it Door -\xe2\x80\xa6',"[{'text': 'Referendum2020', 'indices': [36, 51]}, {'text': 'Pannun', 'indices': [79, 86]}]",29,0,,,[]
284,b'DipakGuptaBBK',2020-09-27 05:11:10,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
285,b'Harpreet3186598',2020-09-27 04:31:24,b'RT @KaranpreetDhil3: The Khalistani terror group Sikhs For Justice (#SFJ) has adopted the new tactic as its online #Referendum2020 voter ca\xe2\x80\xa6',"[{'text': 'SFJ', 'indices': [68, 72]}, {'text': 'Referendum2020', 'indices': [115, 130]}]",10,0,,,[]
286,b'RaviDev55746089',2020-09-27 04:25:04,"b'RT @Jasleen_Kaur11: Pakistani puppet Pannu, By uploading a picture of voting #Referendum2020 where 5 to10 people gathered near a table and\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [77, 92]}]",7,0,,,[]
287,b'beingvick',2020-09-27 04:21:29,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
288,b'ashish_satnani',2020-09-27 03:12:25,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
289,b'KhalistanIsAJo1',2020-09-27 03:06:38,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
290,b'Obi21062573',2020-09-27 03:05:40,"b'RT @OduduwaR: By now i expect Redeemed, Winners, Mountain of fire members on the street protesting. Irrespective of ur quietness, the deadl\xe2\x80\xa6'",[],250,0,,,[]
291,b'AshindraY',2020-09-27 02:24:54,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
292,b'pickooo',2020-09-27 01:41:42,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
293,b'SimarjitSingh26',2020-09-27 00:49:53,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
294,b'niladribihari3',2020-09-27 00:41:27,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
295,b'Sasha03545351',2020-09-26 22:28:10,b'RT @bestbiafra: Slow and steady #IPOB @MaziNnamdiKanu has planted the seed of Truth in the subconsciousness of every living #thing in #Nigg\xe2\x80\xa6',"[{'text': 'IPOB', 'indices': [32, 37]}, {'text': 'thing', 'indices': [124, 130]}]",72,0,,,[]
296,b'dynamicsach',2020-09-26 22:25:08,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
297,b'sharmayogesh27',2020-09-26 22:15:11,"b""RT @Jasleen_Kaur11: Pannun, a Pakistani puppet who works for Pakistan, see this, Indian Sikh's answer to the Referendum2020  for you.#Shame\xe2\x80\xa6""",[],29,0,,,[]
298,b'iamSick_ular',2020-09-26 21:57:44,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
299,b'sumitk0708',2020-09-26 20:10:03,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
300,b'IwillKICKurARSE',2020-09-26 19:33:08,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
301,b'CreativeEngin16',2020-09-26 19:08:20,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
302,b'Jason37171777',2020-09-26 18:48:54,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
303,b'PrakashRainbow',2020-09-26 18:46:27,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
304,b'ashishsah168',2020-09-26 18:44:24,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
305,b'vikramsinghs1',2020-09-26 18:43:09,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
306,b'Laksh60743348',2020-09-26 18:42:44,"b'RT @realSukhiChahal: Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of #Referendum2020 f\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [62, 67]}, {'text': 'SFJ', 'indices': [109, 113]}, {'text': 'Referendum2020', 'indices': [126, 141]}]",27,0,,,[]
307,b'realSukhiChahal',2020-09-26 18:38:01,"b'Pakistan destroying, misleading Punjab\'s #Sikh youth &amp; Rejected ""Sikhs For Justice"" #SFJ campaign of\xe2\x80\xa6 https://t.co/CsRFOmU9af'","[{'text': 'Sikh', 'indices': [41, 46]}, {'text': 'SFJ', 'indices': [88, 92]}]",27,181,,,"[{'url': 'https://t.co/CsRFOmU9af', 'expanded_url': 'https://twitter.com/i/web/status/1309925208199847936', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]"
308,b'Hardial02443790',2020-09-26 16:35:30,b'RT @KaurVeera120596: The failure of #Referendum2020 is inevitable. That is why #Pannun is trying all his strategies in one go. Be it Door -\xe2\x80\xa6',"[{'text': 'Referendum2020', 'indices': [36, 51]}, {'text': 'Pannun', 'indices': [79, 86]}]",29,0,,,[]
309,b'Ashishtrpathi1',2020-09-26 16:11:24,"b""RT @Jasleen_Kaur11: Pannun, a Pakistani puppet who works for Pakistan, see this, Indian Sikh's answer to the Referendum2020  for you.#Shame\xe2\x80\xa6""",[],29,0,,,[]
310,b'Barise_1',2020-09-26 14:31:20,b'Change of heart @RailaOdinga @WilliamsRuto #MUFC #BBINonsense #Referendum2020 https://t.co/uXdZ6Z05Yt',"[{'text': 'MUFC', 'indices': [43, 48]}, {'text': 'BBINonsense', 'indices': [49, 61]}, {'text': 'Referendum2020', 'indices': [62, 77]}]",0,0,,,"[{'url': 'https://t.co/uXdZ6Z05Yt', 'expanded_url': 'https://twitter.com/JosephatMeraba/status/1309777319419170816', 'display_url': 'twitter.com/JosephatMeraba…', 'indices': [78, 101]}]"
311,b'ANLPRT',2020-09-26 13:42:58,b'@narendramodi @UN All farmers are commiting sucide due to you people\nStop #modi stop\n#SFJ\n#Khalistan\n#GheraoModi\n#Punjab\n#Referendum2020',"[{'text': 'modi', 'indices': [74, 79]}, {'text': 'SFJ', 'indices': [85, 89]}, {'text': 'Khalistan', 'indices': [90, 100]}, {'text': 'GheraoModi', 'indices': [101, 112]}, {'text': 'Punjab', 'indices': [113, 120]}, {'text': 'Referendum2020', 'indices': [121, 136]}]",0,0,,,[]
312,b'Avni_tk',2020-09-26 12:50:13,"b""@Avni_tk's account has been withheld in India in response to a legal demand. Learn more.""",[],0,0,,,"[{'url': 'https://support.twitter.com/articles/20169222', 'expanded_url': 'https://support.twitter.com/articles/20169222', 'display_url': 'Learn more', 'indices': [77, 87]}]"
313,b'shuruti_sandhea',2020-09-26 12:01:29,"b""@shuruti_sandhea's account has been withheld in India in response to a legal demand. Learn more.""",[],0,0,,,"[{'url': 'https://support.twitter.com/articles/20169222', 'expanded_url': 'https://support.twitter.com/articles/20169222', 'display_url': 'Learn more', 'indices': [85, 95]}]"
314,b'ballysingh21',2020-09-26 09:57:43,"b""RT @Jasleen_Kaur11: Pannun, a Pakistani puppet who works for Pakistan, see this, Indian Sikh's answer to the Referendum2020  for you.#Shame\xe2\x80\xa6""",[],29,0,,,[]
315,b'VB_Subrahmanyam',2020-09-26 09:56:04,"b'RT @Jasleen_Kaur11: Pakistani puppet Pannu, By uploading a picture of voting #Referendum2020 where 5 to10 people gathered near a table and\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [77, 92]}]",7,0,,,[]
316,b'Sanpree62321337',2020-09-26 09:02:23,"b'RT @Jasleen_Kaur11: Pakistani puppet Pannu, By uploading a picture of voting #Referendum2020 where 5 to10 people gathered near a table and\xe2\x80\xa6'","[{'text': 'Referendum2020', 'indices': [77, 92]}]",7,0,,,[]
317,b'JaiRai49495377',2020-09-26 08:28:03,"b""RT @Jasleen_Kaur11: Pannun, a Pakistani puppet who works for Pakistan, see this, Indian Sikh's answer to the Referendum2020  for you.#Shame\xe2\x80\xa6""",[],29,0,,,[]
